drugName	cui	tty
Cobolin-M	C1170175	BN
Cobutolin	C1235701	BN
Cocaine Hydrochloride	C0282108	IN
Cocaine	C0009170	IN
Coccidioidin	C0009185	IN
Cod Liver Oil	C0009213	IN
Codafed Pediatric	C0719398	BN
Codafed	C0719397	BN
Codafen	C0591274	BN
Codahistine Expectorant	C0719399	BN
Codahistine-DH	C0719400	BN
Codal DH	C1703291	BN
Codal-DH Syrup	C0719401	BN
Codal-DM Syrup	C0719402	BN
Codamine Pediatric	C0719404	BN
Codamine	C0719403	BN
Codegest Expectorant	C0719405	BN
Codehist DH	C0719406	BN
Codeine Phosphate	C0009217	IN
Codeine sulfate	C0304352	IN
Codeine	C0009214	IN
Codelsol	C1171513	BN
Codelson	C1262685	BN
Codiclear DH	C0719413	BN
Codimal A	C0719415	BN
Codimal DH	C0305673	BN
Codimal DM	C0305674	BN
Codimal PH	C0305676	BN
Codimal-LA Half	C0719417	BN
Codimal-LA	C0719416	BN
Codimal	C0719414	BN
Codituss DH	C0719418	BN
Codituss DM	C0719419	BN
Codotuss	C0719420	BN
Codrix	C1948260	BN
Cofatrim Fort	C1170176	BN
Cofex-DM	C1630655	BN
Cogentin	C0591275	BN
Cognex	C0699954	BN
Colace Glycerin Suppositories	C0719421	BN
Colace Micro-Enema	C0719422	BN
Colace	C0282139	BN
Colax Reformulated Mar 2007	C1875979	BN
Colax	C0719424	BN
Colazal	C0939297	BN
Colazide	C0595402	BN
Colchicine	C0009262	IN
Cold & Allergy SR	C0939298	BN
Cold Capsules	C1161327	BN
Cold Cough PD	C1330158	BN
Cold Relief	C0719428	BN
Cold Symptom Relief	C0719429	BN
Cold and Allergy DM	C0719430	BN
Cold and Allergy	C0719434	BN
Cold and Cough	C0719432	BN
Cold brand of chlorpheniramine-phenylpropanolamine	C0719425	BN
Cold cream	C0302231	IN
Cold-Cough XP	C1330159	BN
Cold-Gest	C0719433	BN
ColdCough HC	C1590184	BN
ColdCough	C1330160	BN
Coldamine	C1590312	BN
Coldcough HCM	C1612504	BN
Coldcough XP	C1590392	BN
Coldec D	C1170177	BN
Coldec DM	C1590254	BN
Coldec DS	C1601229	BN
Coldec-TR	C0875996	BN
Coldec	C0875995	BN
Coldex	C1170178	BN
Coldloc-LA	C0719436	BN
Coldloc	C0719435	BN
Coldmist DM	C1330161	BN
Coldmist Jr	C1330162	BN
Coldmist LA	C1330163	BN
Coldmist S	C1601882	BN
Coldmist	C1170179	BN
Coldtuss DR	C1170180	BN
Colestid	C0591276	BN
Colestipol Hydrochloride	C0354648	IN
Colestipol	C0009279	IN
Colfed-A	C0719438	BN
Colfosceril	C0360192	IN
Colhist	C0719439	BN
Colic Drops	C0719440	BN
Colicon	C0719441	BN
Colidrops Pediatric	C1875953	BN
Colidrops	C0719442	BN
Colistimetgate	C1702504	BN
Colistimethate sodium	C0110462	IN
Colistin Sulfate	C0009317	IN
Colistin	C0009316	IN
Collagen	C0009325	IN
Colloid sulfur	C0301352	IN
Colloidal oatmeal	C0724560	IN
Collyrium Fresh	C0305690	BN
Colocort	C0939299	BN
Cologel	C1563852	BN
Colomycin	C0591279	BN
Colrex	C0719444	BN
Coltec EC	C0595180	BN
Coly Mycin M	C0719445	BN
Coly Mycin S	C0719446	BN
Colyte 4 Flavor	C0875998	BN
Colyte	C0702081	BN
Combantrin	C0701072	BN
Combiflex	C0615451	BN
Combipatch	C0719447	BN
Combipres	C0056150	BN
Combivent	C0591282	BN
Combivir	C0667846	BN
Comfort Caine	C1588820	BN
Comfort Gel	C1724142	BN
Comfortpak	C1602177	BN
Comfrey preparation	C0939798	IN
Comhist LA	C0719451	BN
Comhist	C0719450	BN
Comixco	C0591283	BN
Commit	C1171947	BN
Comox Forte	C1323227	BN
Comox	C1323229	BN
Compazine Spansule Capsules	C0305701	BN
Compazine	C0701017	BN
Complete Allergy Relief	C0939300	BN
Complete Allergy	C0719454	BN
Complete Cold Medicine	C0719455	BN
Complex B	C1588750	BN
Compound W brand of salicylic acid	C0719458	BN
Compoz Nighttime Sleep Aid	C0719459	BN
Compro	C0939689	BN
Comtan	C0876730	BN
Comtess	C0733103	BN
Comtrex Allergy Sinus Maximum Strength	C0719461	BN
Comtrex Allergy Sinus Night and Day	C0719462	BN
Comtrex Allergy Sinus	C0719460	BN
Comtrex Cold and Cough Nighttime	C1948928	BN
Comtrex Cold and Cough Non Drowsy	C1948987	BN
Comtrex Cold and Flu Maximum Strength Liquid	C0719464	BN
Comtrex Cold and Flu Maximum Strength Reformulated Aug 2006	C1723969	BN
Comtrex Cold and Flu Maximum Strength	C0719463	BN
Comtrex Deep Chest Cold Non Drowsy	C1948943	BN
Comtrex Flu Therapy Day and Night	C1948991	BN
Comtrex Maximum Strength Cold Relief	C0719467	BN
Comtrex NT	C1590210	BN
Comtrex Non Drowsy Liquigel	C0719468	BN
Comtrex Non-Drowsy	C0719469	BN
Comtrex Sore Throat Relief	C1948995	BN
Comtussin HC	C0719470	BN
Conacetol	C0719471	BN
Conal	C1737822	BN
Conate	C0719472	BN
Concentrated Fiber	C0719473	BN
Concentrated Milk of Magnesia-Cascara	C0719474	BN
Concentrated Phillips' Milk of Magnesia	C0305713	BN
Conceptrol	C0598978	BN
Concerta	C0939301	BN
Concordin	C0591286	BN
Condasin	C1724148	BN
Condrin	C0719476	BN
Condyline	C0730961	BN
Condylox	C0700937	BN
Conex LA	C1602319	BN
Conex Pediatric	C1589125	BN
Conex with Codeine	C0719477	BN
Congespirin Aspirin Free	C0719478	BN
Congess Jr.	C0719479	BN
Congess SR	C0719480	BN
Congestac	C0719481	BN
Congestaclear Cold & Allergy	C0939303	BN
Congestaclear	C0939302	BN
Congestant D	C0719483	BN
Congestant	C0719482	BN
Conium maculatum preparation	C0939799	IN
Conium preparation	C1166032	IN
Conpec DM	C1590785	BN
Conray 280	C0730963	BN
Conray 325	C0730964	BN
Conray-30	C0719485	BN
Conray-400	C0719486	BN
Conray-43	C0719487	BN
Conray	C0719484	BN
Constant Albicans Extract	C0781804	IN
Constilac	C0719488	BN
Constulose	C0719489	BN
Contac 12 Hour Allergy	C0719491	BN
Contac 12 Hour	C0719490	BN
Contac Cold	C1629809	BN
Contac Severe Cold and Flu Maximum Stength	C0719494	BN
Contac Severe Cold and Flu Non Drowsy	C0719495	BN
Contac Sinus	C0719496	BN
Conte-Pak-4	C0719497	BN
Contimin	C0595181	BN
Contraflam	C0591287	BN
Contragesic	C1170181	BN
Control Rx	C1170182	BN
Control brand of phenylpropanolamine	C0728976	BN
Contuss	C1601651	BN
Convulex	C0591288	BN
Coparvax	C0056278	BN
Copaxone	C0528175	BN
Cope brand of aspirin-caffeine	C0740229	BN
Copegus	C1170183	BN
Cophene B	C0719500	BN
Cophene No. 2	C0719501	BN
Cophene-X-P (revised)	C0719504	BN
Cophene-X-P	C0719503	BN
Cophene-X	C0719502	BN
Copper Gluconate	C0009975	IN
Copper Sulfate	C0056301	IN
Copper chloride	C0589330	IN
Copper	C0009968	IN
Coracten XL	C0732977	BN
Coracten	C0590686	BN
Coral Calcium	C1646029	IN
Cordarone I.V.	C0719505	BN
Cordarone X	C0591291	BN
Cordarone	C0701076	BN
Cordilox MR	C1253994	BN
Cordilox	C0010007	BN
Cordon D	C1588254	BN
Cordon DM	C1590289	BN
Cordran SP	C0719507	BN
Cordran	C0719506	BN
Cordron HC	C1590454	BN
Cordron NR	C1631150	BN
Cordron-12 D	C1630447	BN
Cordron-12 DM	C1634031	BN
Cordron-D NR	C1634079	BN
Cordron-D	C1631152	BN
Cordron-DM NR	C1630489	BN
Cordron-DM	C1630491	BN
Cordron-HC NR	C1634087	BN
Coreg	C0719509	BN
Corfen-DM	C1330165	BN
Corgard	C0591292	BN
Corgaretic 80	C1178738	BN
Coriander preparation	C1119920	IN
Coricidin D	C0719512	BN
Coricidin HBP Chest Congestion	C1878950	BN
Coricidin HBP Cough and Cold	C1170184	BN
Coricidin HBP Flu Maximum Strength	C1878890	BN
Coricidin Night Time Cold Relief	C0719513	BN
Coricidin	C0719510	BN
Corlopam	C0600404	BN
Cormax	C0719514	BN
Corn Oil	C0010029	IN
Corn silk preparation	C0937769	IN
Corn starch preparation	C0010048	IN
Cornsilk	C1617275	IN
Coro-Nitro	C0590700	BN
Coroday MR	C0731913	BN
Corque	C0719516	BN
Correct (New Formula)	C0719518	BN
Correct brand of docusate-phenolphthalein	C0719517	BN
Corrective	C0719519	BN
Correctol Softgel Extra Gentle	C0719520	BN
Correctol laxative	C0618983	BN
Corsodyl	C0591295	BN
Cort-Biotic	C1170185	BN
Cort-Dome High Potency	C0719521	BN
Cort-Dome	C0699388	BN
Cort-K	C0719522	BN
Cortaid Intensive Therapy	C1636249	BN
Cortaid with Aloe	C0719524	BN
Cortaid	C0719523	BN
Cortane B-Otic	C0719526	BN
Cortane-B Aqueous	C1170188	BN
Cortane-B	C1612387	BN
Cortane	C0719525	BN
Cortastat 10	C1170190	BN
Cortastat LA	C1170191	BN
Cortastat	C1170189	BN
Cortatrigen Modified	C0719528	BN
Cortatrigen	C0719527	BN
Cortef	C0699389	BN
Cortenema	C0699383	BN
Cortic	C0875999	BN
Corticaine	C0305743	BN
Corticotropin zinc hydroxide preparation	C0304815	IN
Corticotropin	C0001655	IN
Corticreme	C0719529	BN
Cortidex	C1602385	BN
Cortifoam	C0305744	BN
Cortilone	C1588714	BN
Cortimed	C1589472	BN
Cortinide	C1588683	BN
Cortisone	C0010137	IN
Cortisporin Ointment	C0305746	BN
Cortisporin Otic	C0719532	BN
Cortisporin-TC	C0719533	BN
Cortisporin	C0056395	BN
Cortizone for Kids	C0719534	BN
Cortizone-10 Anal Itch Cream	C0719536	BN
Cortizone-10 Plus	C0876000	BN
Cortizone-10	C0719535	BN
Cortizone-5	C0719537	BN
Cortomycin Ointment	C1875956	BN
Cortomycin	C0719538	BN
Cortone acetate	C1135150	BN
Cortone	C1511533	BN
Cortrosyn	C0701510	BN
Corvert	C0644117	BN
Corwin	C0701091	BN
Corynebacterium parvum vaccine	C0351225	IN
Corzide 40/5	C0719540	BN
Corzide 80/5	C0719541	BN
Cosamin DS	C1630668	BN
Cosmegen	C0701095	BN
Cosopt	C0719542	BN
Cosuric	C0591300	BN
Cosyntropin	C0010192	IN
Cotacort	C0719544	BN
Cotameth	C0719545	BN
Cotazym-S	C0719546	BN
Cotazyme	C0752175	BN
Cotofed	C1590450	BN
Cotolone	C0719547	BN
Cotrim DS	C1154256	BN
Cotrim Pediatric	C0719549	BN
Cotrim	C0699584	BN
Cotuss-V	C0719550	BN
Cotylbutazone	C1602183	BN
Cough Control DM	C0719552	BN
Cough Control	C0719551	BN
Cough Formula M Multi-Symptom	C0719555	BN
Cough Formula-DM	C0719556	BN
Cough Formula	C0719554	BN
Cough Syrup Orange	C0719557	BN
Cough-X Cough Relief	C0719558	BN
Coughtuss	C1724631	BN
Coumadin	C0699129	BN
Covace	C1615238	BN
Covangesic	C0719559	BN
Covaryx H.S.	C1948476	BN
Covaryx	C1948578	BN
Covera-HS	C0719560	BN
Coversyl	C0678178	BN
Cozaar-Comp	C0594514	BN
Cozaar	C0591301	BN
Cr-GTF	C0719561	BN
Cranberry preparation	C0453273	IN
Crantex ER	C1330168	BN
Crantex HC	C1634545	BN
Crantex LA	C1170197	BN
Crantex	C0719562	BN
Creatine	C0010286	IN
Creo-Terpin	C0719564	BN
Creomulsion Cough/Cold/Allergy	C0719565	BN
Creomulsion Pediatric	C0719566	BN
Creomulsion	C1828855	BN
Creon 10000	C1263517	BN
Creon 10	C0719567	BN
Creon 20	C0719568	BN
Creon 5	C0719569	BN
Creon	C0111046	BN
Creosote	C0010303	IN
Cresol	C0174883	IN
Crestor	C1098080	BN
Cresylate	C1620443	BN
Crinone	C0595048	BN
Crixivan	C0701105	BN
CroFab	C1145755	BN
Crolom	C0719571	BN
Cromoglycate	C0010347	IN
Cromolyn Sodium	C0012694	IN
Cromolyn	C0086073	IN
Crotalidae Polyvalent immune Fab	C0939690	IN
Cruex Prescription Strength	C0719574	BN
Cruex	C0719573	BN
Cryptenamine	C0086079	IN
Cryselle	C1330169	BN
Crystacide	C0593405	BN
Crystal B-12	C0719575	BN
Crystamine	C0719576	BN
Crystapen V	C1186907	BN
Crystapen	C0591303	BN
Crysti-12	C0719577	BN
Crystodigin	C0719578	BN
Crytselle	C1614663	BN
Cubicin	C1330170	BN
Cupric oxide	C0056598	IN
Cuprimine	C0699483	BN
Cuprofen Maximum Strength	C0730973	BN
Cuprofen	C0591305	BN
Curaler	C0719579	BN
Curatoderm	C0730974	BN
Curosurf	C0111318	BN
Curretab	C0699704	BN
Cusilyn	C0591306	BN
Cutar	C0719582	BN
Cutivate	C0378626	BN
Cyanocobalamin Co57	C0304961	IN
Cyanoject	C0719585	BN
Cyanokit	C1828859	BN
Cybolin-12	C1589457	BN
Cyclacillin	C0010523	IN
Cyclamate	C0010524	IN
Cyclandelate	C0010525	IN
Cyclimorph 10	C0730975	BN
Cyclimorph 15	C0730976	BN
Cyclizine Hydrochloride	C0600197	IN
Cyclizine lactate	C0304305	IN
Cyclizine	C0010547	IN
Cyclobenzaprine hydrochloride	C0125988	IN
Cyclobral	C1263567	BN
Cyclocort	C0719586	BN
Cyclodox	C0591308	BN
Cyclofenil	C0010560	IN
Cyclogest	C0591309	BN
Cyclogyl	C0010563	BN
Cyclomin	C0591310	BN
Cyclomydril	C0305770	BN
Cyclopenthiazide	C0010581	IN
Cyclopentolate hydrochloride	C0357664	IN
Cyclopentolate	C0010582	IN
Cyclophos brand of cyclophosphamide	C1161438	BN
Cyclophosphamide	C0010583	IN
Cyclophosphomide	C1589416	BN
Cycloserine	C0010590	IN
Cyclospasmol	C0795734	BN
Cyclosporine	C0010592	IN
Cycofed Expectorant	C0719588	BN
Cycofed Pediatric Expectorant	C0719589	BN
Cycofed	C0719587	BN
Cycrin	C0699705	BN
Cydec-DM Drops	C0719591	BN
Cydec-DM	C1154237	BN
Cydec	C0719590	BN
Cyklokapron	C0591311	BN
Cylate	C0719593	BN
Cylert	C0719594	BN
Cymbalta	C1505021	BN
Cymevene	C0591313	BN
Cynara Preparation	C0771144	IN
Cyndal Expectorant	C0719595	BN
Cyndal HD	C0719596	BN
Cyntex Liquid	C0719597	BN
Cyomin	C0719598	BN
Cyotic	C1330171	BN
Cypex	C1628390	BN
Cyproheptadine hydrochloride	C0354872	IN
Cyproheptadine	C0010620	IN
Cyprostat	C0591314	BN
Cyproterone Acetate	C0056855	IN
Cyproterone	C0010621	IN
Cyslosporine	C1614668	BN
Cystadane	C1330172	BN
Cystagon	C0733368	BN
Cysteamine Bitartrate	C0282119	IN
Cysteamine	C0010648	IN
Cysteine Hydrochloride	C0724565	IN
Cysteine	C0010654	IN
Cystemms-V	C0719599	BN
Cystex	C0719600	BN
Cystine	C0010682	IN
Cysto-Conray II	C0719602	BN
Cysto-Conray	C0719601	BN
Cystografin-Dilute	C0719604	BN
Cystografin	C0719603	BN
Cystorelin	C0308762	BN
Cystospaz-M	C0305775	BN
Cystospaz	C0305774	BN
Cytacon	C0591318	BN
Cytadren	C0591920	BN
Cytamen	C0591319	BN
Cytarabine Novaplus	C1330173	BN
Cytarabine	C0010711	IN
Cytidine Diphosphate Choline	C0010725	IN
Cytogam	C0719605	BN
Cytomel	C0010826	BN
Cytosar	C0591320	BN
Cytotec	C0591321	BN
Cytovene	C0701307	BN
Cytoxan Lyophilized	C0719606	BN
Cytoxan	C0699319	BN
Cytra 2	C0719607	BN
Cytra-3	C0719608	BN
Cytra-K	C0719609	BN
Cytuss HC	C0719610	BN
Cytuss-HC NR	C1949123	BN
D Hist D	C1962095	BN
D-Amine-SR	C0719611	BN
D-BIOTIN	C0982111	IN
D-Caine	C0719612	BN
D-Feda II	C0719613	BN
D-G	C0719614	BN
D-GLUCURONIC ACID	C0982112	IN
D-Phen	C1949185	BN
D-S Caps	C0719615	BN
D-Tab brand of guaifenesin and phenylephrine	C1829325	BN
D-Tal	C0719616	BN
D-Tann AT	C1876754	BN
D-Tann CT	C1630719	BN
D-Tann DM	C1876756	BN
D-Tann HC	C1813375	BN
D-Tann	C1589227	BN
D-Transallethrin	C1109120	IN
D-Val	C0719617	BN
D-Vert	C0719618	BN
D-pan	C0719619	BN
D.A. Chewable	C0719620	BN
D.A. II	C0719621	BN
DAUNORUBICIN CITRATE LIPOSOME	C0724567	IN
DC-240	C0719623	BN
DDAVP Nasal	C0719624	BN
DDAVP Rhinal Tube	C0305783	BN
DDAVP	C0701195	BN
DEANOL BITARTRATE	C0771368	IN
DEANOL PIDOLATE	C0771446	IN
DEMELVERINE HCL	C0772109	IN
DEQUALINIUM SALICYLATE	C0771836	IN
DETAJMIUM BITARTRATE	C0772095	IN
DEXETIMIDE HCL	C0873022	IN
DEXTRAN HM	C0719829	IN
DEXTROMETHORPHAN POLISTIREX	C0771392	IN
DEXTROMETHORPHAN TANNATE	C0872890	IN
DEXTROSE SOLUTION	C1165603	IN
DEXTROSE, ANHYDROUS	C1165353	IN
DF118 Forte	C0731498	BN
DF118	C0591356	BN
DHC Continus	C0591357	BN
DHC Plus	C0719625	BN
DHE-45	C0733797	BN
DHS Salicylic Acid 3%	C0719626	BN
DHS Tar Shampoo	C0305789	BN
DHS Zinc	C0719627	BN
DHT Intensol	C0719628	BN
DHT brand of dihydrotachyesterol	C0740174	BN
DI-ISOPROPYLAMMONIUM	C0771726	IN
DIATRIZOATE LYSINE	C0771756	IN
DIBENZEPIN HCL	C0772123	IN
DIBUNATE	C1321984	IN
DICLOFENAC DIETHYLAMMONIUM	C0771369	IN
DICRESULENE POLYMER	C1109213	IN
DIDESMETHYLTOCOTRIENOL	C0795600	IN
DIFEMERINE HCL	C0771460	IN
DIFETARSONE SODIUM	C1322007	IN
DIFETARSONE	C1322006	IN
DIGITALIS LEAF	C0770121	IN
DIGITALIS,POWDERED	C0991820	IN
DIHEXYVERINE HCL	C0771462	IN
DIHEXYVERINE	C0771461	IN
DIHYDRALAZINE SUL HEMIPENTHY	C0873040	IN
DIHYDROERGOTAMINE TARTRATE	C0771983	IN
DIISOPROMINE	C0771458	IN
DIMECROTIC ACID MAGNESIUM	C0771611	IN
DIMECROTIC ACID	C0771610	IN
DIPHENHYDRAMINE DIACEFYLLINATE	C0771516	IN
DIPHTHERIA TOXOID ADSORBED	C0770720	IN
DIPOTASSIUM ADIPATE	C0772461	IN
DIPYRONE MAGNESIUM	C0771739	IN
DISODIUM PYROPHOSPHATE	C0888195	IN
DISOFENIN	C0982128	IN
DM Cold and Cough	C0719629	BN
DMH brand of dimenhydrinate	C0719630	BN
DMax	C1724152	BN
DNZ-2	C1616221	BN
DOBESILIC ACID	C0771139	IN
DOK	C0719634	BN
DOS	C0719635	BN
DOXYCYCLINE HYDROCHLORIDE	C0771947	IN
DPH brand of Diphenhydramine HCL	C0851183	BN
DR RA Eckstein	C1588805	BN
DROTAVERINE HCL	C0772293	IN
DSMC Compound Plain	C0719636	BN
DSS Plus	C0719638	BN
DSS brand of docusate sodium	C0719637	BN
DTIC-Dome	C0699717	BN
DUAC	C1170198	BN
Dacabazine	C1589633	BN
Dacarbazine Novaplus	C1330177	BN
Dacarbazine	C0010927	IN
Dacex A	C1590651	BN
Dacex DM	C1590823	BN
Dacex PE	C1590856	BN
Daclizumab	C0663182	IN
Dacogen	C1712036	BN
Dactil	C1263533	BN
Dactinomycin	C0010934	IN
Daily Hist	C0719641	BN
Dailyhist-1	C0719647	BN
Dailyhist-D	C0719648	BN
Dailyhist	C0719646	BN
Dairy Digest	C0719649	BN
Dairy Ease	C0719650	BN
Dakin's solution	C1186762	BN
Daktarin Dual Action	C0731499	BN
Daktarin	C0591322	BN
Dalacin T	C0731501	BN
Dalalone D.P.	C0719653	BN
Dalalone L.A.	C0719654	BN
Dalalone	C0719652	BN
Dalgan	C0719655	BN
Dallergy Drops	C1639155	BN
Dallergy SR	C0939308	BN
Dallergy-JR	C0719657	BN
Dallergy	C0719656	BN
Dalmane	C0733803	BN
Dalteparin Sodium	C0282471	IN
Dalteparin	C0206461	IN
Damason-P	C0305798	BN
Damiana extract	C0772118	IN
Damiana leaf preparation	C0936182	IN
Danaparoid sodium	C0353453	IN
Danazol	C0010961	IN
Dandelion Extract	C0440015	IN
Dandelion root extract	C0873099	IN
Dandrex	C0719658	BN
Dandruff Control	C0719660	BN
Dandruff F-O	C0719661	BN
Dandruff N-D	C0719662	BN
Dandruff brand of pyrithione zinc	C0719659	BN
Danocrine	C0813502	BN
Dantrium Intravenous	C0305801	BN
Dantrium	C0010975	BN
Dantrolene Sodium	C0010977	IN
Dantrolene	C0010976	IN
Daonil	C0700719	BN
Dapiprazole hydrochloride	C0770916	IN
Dapsone	C0010980	IN
Daptacel	C1170200	BN
Daptomycin	C0057144	IN
Daranide	C0591325	BN
Daraprim	C0591326	BN
Darvocet A500	C1330178	BN
Darvocet-N 100	C0305805	BN
Darvocet-N 50	C0305806	BN
Darvocet	C1514497	BN
Darvon Compound 32	C1330179	BN
Darvon Compound-65	C0305807	BN
Darvon-N	C0305808	BN
Darvon	C0701094	BN
DaunoXome	C0592528	BN
Daunorubicin Hydrochloride Novaplus	C1330180	BN
Daunorubicin Hydrochloride	C0282123	IN
Daunorubicin Liposomal	C0717668	IN
Daunorubicin	C0011015	IN
Day Time Multi Symptom	C0719664	BN
Day Time brand of APAP/dextromethorphan/pseudoephedrine	C0719663	BN
Dayhist-D	C0719668	BN
Daypro	C0603695	BN
Dayquil Allergy	C0719669	BN
Dayquil Liquicaps	C0719670	BN
Dayquil Pressure and Pain Caplet	C0719671	BN
Dayquil Sinus Pressure and Congestion	C0719672	BN
Dayquil	C0719665	BN
Daytime Liquicap	C0719673	BN
Dayto-Himbin	C0719674	BN
Daytrana	C1691676	BN
De-Chlor DM	C1170201	BN
De-Chlor DR	C1170202	BN
De-Chlor G	C1330181	BN
De-Chlor HC	C1170203	BN
De-Chlor HD	C1170204	BN
De-Chlor MR	C1330182	BN
De-Chlor NX	C1330183	BN
De-Congestine	C1601784	BN
De-Nol	C0057195	BN
De-Sone LA	C0719675	BN
De-capeptyl SR	C0591327	BN
Deamino Arginine Vasopressin	C0011701	IN
Deanase	C1262694	BN
Deanol Bisorcate	C0771445	IN
Deanol	C0011064	IN
Debrisoquin	C0011082	IN
Debrisoquine sulfate	C0700449	IN
Debrox	C0719678	BN
Dec Chlorphen DM	C1724638	BN
Dec Chlorphen Drops	C1724626	BN
Dec Chlorphen	C1724642	BN
Deca-Durabolin	C0701192	BN
Deca	C1602374	BN
Decadron phosphate	C0112695	BN
Decadron with Xylocaine	C0719683	BN
Decadron-LA	C0719684	BN
Decadron	C0740057	BN
Decahist-DM	C1330184	BN
Decaject-L.A.	C0719687	BN
Decaject	C0719686	BN
Decapeptyl	C0112708	BN
Decaspray	C0701260	BN
Decavac	C1590551	BN
Decazate	C1263073	BN
Decholin	C0719688	BN
Declinax	C0591329	BN
Declomycin	C0701198	BN
Deco-D	C0719689	BN
Deco-P	C0719690	BN
Decofed Liquid	C0719692	BN
Decofed	C0719691	BN
Decohistine DH	C0719693	BN
Decohistine Expectorant	C0719694	BN
Decon DM	C1590273	BN
Deconamine CX	C0719696	BN
Deconamine SR	C0719697	BN
Deconamine	C0719695	BN
Deconex DM	C1813664	BN
Deconex	C1588219	BN
Decongest-B	C1589481	BN
Decongest	C1529255	BN
Decongestabs	C0719698	BN
Decongestamine	C1601779	BN
Decongestant Antihistamine	C0718581	BN
Decongestant Cold Formula	C0719699	BN
Decongestant II	C0719700	BN
Decongestant SR (Geneva)	C0719701	BN
Decongestant brand of oxymetazoline	C1306788	BN
Decongestant brand of pseudoephedrine	C1306789	BN
Decongestant-SR	C0719702	BN
Decongex-3	C0719703	BN
Deconhist LA	C0719704	BN
Deconhist	C1735699	BN
Deconomed S.R.	C0719705	BN
Deconosal DM	C1738068	BN
Deconsal C Expectorant	C0719706	BN
Deconsal CT	C1743230	BN
Deconsal DM	C1812912	BN
Deconsal II Reformulated May 2007	C1948483	BN
Deconsal II	C0719707	BN
Deconsal L.A.	C0719708	BN
Deconsal Pediatric	C0719709	BN
Decortisyl	C0591330	BN
Decotuss-HD	C0719710	BN
Dectomax	C0248571	BN
Deep Sea	C0719712	BN
Deet	C0011134	IN
Defen-LA	C0719713	BN
Defencin CP	C1171436	BN
Deferoxamine	C0011145	IN
Degas	C0719714	BN
Degen II	C0719715	BN
Degest 2	C0719716	BN
Dehistine	C1702612	BN
Dehydrobenzperidol	C0591413	BN
Dehydrocholate	C0086108	IN
Dehydrocholic Acid	C0011182	IN
Dek Quin	C0719717	BN
Deka	C1590344	BN
Del-Aqua	C0719718	BN
Del-Beta	C0719719	BN
Del-Mycin	C0719720	BN
Delatest	C0719721	BN
Delatestadiol	C0719722	BN
Delatestryl	C0719723	BN
Delavirdine Mesylate	C0543492	IN
Delavirdine	C0288165	IN
Delcort	C0719725	BN
Delestrogen	C1096767	BN
Delfen	C0591332	BN
Delhistine D Pediatric	C0876001	BN
Delhistine D SR	C0939778	BN
Delhistine D	C0719727	BN
Delhistine DM	C0719728	BN
Delone	C1588144	BN
Delonide	C0719729	BN
Delphinium Staphisagria Preparation	C0937615	IN
Delsym	C0011218	BN
Delta D3	C0719730	BN
Delta-Lutin	C0719731	BN
Delta-Tritex	C0719732	BN
Deltalin	C1601209	BN
Deltaplex DM	C1589897	BN
Deltaplex HD	C1590281	BN
Deltasone	C0740144	BN
Demadex I.V.	C0719733	BN
Demadex	C0243946	BN
Demazin	C0719734	BN
Demecarium	C0360174	IN
Demeclocycline Hydrochloride	C0282125	IN
Demeclocycline	C0011276	IN
Demerol HCl	C0719735	BN
Demerol	C0935966	BN
Demi-Cof	C0719736	BN
Demi-Regroton	C0719737	BN
Demibid II	C0719738	BN
Demix	C0591336	BN
Demser	C0591337	BN
Demulen 1/35	C0719739	BN
Demulen 1/50	C0719740	BN
Demulen	C0112957	BN
Denavir	C0719742	BN
Denaze	C1633773	BN
Dendrid	C0699409	BN
Denorex Dry Scalp	C0719744	BN
Denorex Extra Strength	C0719745	BN
Denorex Medicated Shampoo and Conditioner	C0305848	BN
Denorex	C0719743	BN
Denta 5000 Plus	C1330185	BN
Dentagel	C1635211	BN
Dental Oxide	C0719746	BN
Dental Resources DS-8	C1702546	BN
Dental Resources Perio Maintenance Rinse	C1702597	BN
Dental Resources brand of Stannous Fluoride Gel	C1703178	BN
Dental Resources brand of Stannous Fluoride	C1703628	BN
Denti Care	C1612479	BN
Denticare	C1590095	BN
Dentomycin	C0731509	BN
Deoxycholate	C0086123	IN
Deoxycholic Acid	C0011479	IN
Deoxycorticosterone	C0011710	IN
Deoxyribonucleases	C0011522	IN
Dep Androgyn	C0719747	BN
Dep Gynogen	C0719748	BN
Dep Medalone 80	C0719749	BN
Depacon	C0719750	BN
Depade	C1602849	BN
Depakene	C0700661	BN
Depakota	C1588448	BN
Depakote ER	C0939309	BN
Depakote Sprinkles	C0719752	BN
Depakote	C0719751	BN
Depandrate	C1602027	BN
Depandro 100	C0719753	BN
Depen	C0719754	BN
Depestrate	C1589587	BN
Depixol	C0678159	BN
Depletite	C1588635	BN
Deplin	C1693359	BN
Depmedalone	C0719755	BN
Depo-Cobolin	C1170205	BN
Depo-Medrol	C0057476	BN
Depo-Predate	C0719756	BN
Depo-Provera	C0699700	BN
Depo-Testadiol	C0719758	BN
Depo-estradiol	C0113071	BN
Depo-testosterone	C0113075	BN
DepoCyt	C0677882	BN
Depodur	C1620460	BN
Depogen brand of estradiol cypionate	C1254040	BN
Depoject-80	C0719759	BN
Deponit	C0590701	BN
Depopred	C0719760	BN
Depotest	C0719761	BN
Depotestogen	C0719762	BN
Deproist with Codeine	C0719763	BN
Dequalinium Chloride	C0011087	IN
